Bepaling,Materiaal,REFERENCE_UNIT,LIS,LIS_adjusted,loinc,LONG_COMMON_NAME,lab_naam
CALCIUM (U),Urine,mmol/L,UCAL-U,UCAL-U,2004-0,Calcium [Moles/volume] in Urine,AMC LAB LABTRAIN
CAION(7.4) ART. VUMC,Bloed,mmol/L,K_CA_ART,K_CA_ART,53138-4,Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Arterial blood,VUMC LAB GLIMS
CAION(7.4) ART. VUMC,Bloedgas,mmol/L,K_CA_ART,K_CA_ART,53138-4,Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Arterial blood,VUMC LAB GLIMS
CAION(7.4) ART. VUMC,Bloed,mmol/L,P_CA_ART,P_CA_ART,53138-4,Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Arterial blood,VUMC LAB GLIMS
CAION(7.4) ART. VUMC,,mmol/L,P_CA_ART,P_CA_ART,53138-4,Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Arterial blood,VUMC LAB GLIMS
CA-ION(7.4) POCT,Bloed,mmol/L,P_CA_HB,P_CA_HB,47598-8,Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Blood,VUMC LAB GLIMS
CA-ION(7.4) POCT,,mmol/L,P_CA_HB,P_CA_HB,47598-8,Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Blood,VUMC LAB GLIMS
CAION(7.4) CAP. VUMC,,mmol/L,P_CA_CAP,P_CA_CAP,53139-2,Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Capillary blood,VUMC LAB GLIMS
CA-ION (7.4),Bloed,mmol/L,K_CA_HB,K_CA_HB,19072-8,Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Serum or Plasma,VUMC LAB GLIMS
CA-ION (7.4),,mmol/L,K_CA_HB,K_CA_HB,19072-8,Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Serum or Plasma,VUMC LAB GLIMS
CA-ION (7.4) VUMC,Bloed,mmol/L,K_CA_SR,K_CA_SR,19072-8,Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Serum or Plasma,VUMC LAB GLIMS
CA-ION (7.4) VUMC,,mmol/L,K_CA_SR,K_CA_SR,19072-8,Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Serum or Plasma,VUMC LAB GLIMS
CAION(7.4) VEN. VUMC,Bloed,mmol/L,K_CA_VEN,K_CA_VEN,53140-0,Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Venous blood,VUMC LAB GLIMS
CAION(7.4) VEN. VUMC,Bloed,mmol/L,P_CA_VEN,P_CA_VEN,53140-0,Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Venous blood,VUMC LAB GLIMS
CAION(7.4) VEN. VUMC,,mmol/L,P_CA_VEN,P_CA_VEN,53140-0,Calcium.ionized [Moles/volume] adjusted to pH 7.4 in Venous blood,VUMC LAB GLIMS
PCO2 - BLOEDGAS ART. (AMC),Bloed,kPa,CPCO-BL_ART,CPCO-BL_ART,2019-8,Carbon dioxide [Partial pressure] in Arterial blood,AMC LAB LABTRAIN
PCO2 - BLOEDGAS NV. ART. (AMC),Bloed,kPa,CPCO-BL_NAR,CPCO-BL_NAR,2019-8,Carbon dioxide [Partial pressure] in Arterial blood,AMC LAB LABTRAIN
PCO2 - BLOEDGAS ART. (AMC),Bloed,kPa,DPCO-BL_ART,DPCO-BL_ART,2019-8,Carbon dioxide [Partial pressure] in Arterial blood,AMC LAB LABTRAIN
PCO2 - BLOEDGAS ART. (AMC),,kPa,DPCO-BL_ART,DPCO-BL_ART,2019-8,Carbon dioxide [Partial pressure] in Arterial blood,AMC LAB LABTRAIN
PCO2 KPA,Bloed,kPa,K_PCO2P_ART,K_PCO2P_ART,2019-8,Carbon dioxide [Partial pressure] in Arterial blood,VUMC LAB GLIMS
PCO2 KPA,Bloedgas,kPa,K_PCO2P_ART,K_PCO2P_ART,2019-8,Carbon dioxide [Partial pressure] in Arterial blood,VUMC LAB GLIMS
PCO2 KPA,,kPa,K_PCO2P_ART,K_PCO2P_ART,2019-8,Carbon dioxide [Partial pressure] in Arterial blood,VUMC LAB GLIMS
PCO2 KPA,Bloed,kPa,P_PCO2P_ART,P_PCO2P_ART,2019-8,Carbon dioxide [Partial pressure] in Arterial blood,VUMC LAB GLIMS
PCO2 KPA,,kPa,P_PCO2P_ART,P_PCO2P_ART,2019-8,Carbon dioxide [Partial pressure] in Arterial blood,VUMC LAB GLIMS
PCO2 - BLOEDGAS,Bloed,kPa,CPCO-BL,CPCO-BL,11557-6,Carbon dioxide [Partial pressure] in Blood,AMC LAB LABTRAIN
PCO2 KPA VUMC,,,K_PCO2P_HB,K_PCO2P_HB,11557-6,Carbon dioxide [Partial pressure] in Blood,VUMC LAB GLIMS
PCO2 KPA VUMC,,kPa,K_PCO2P_HB,K_PCO2P_HB,11557-6,Carbon dioxide [Partial pressure] in Blood,VUMC LAB GLIMS
PCO2 KPA VUMC,Bloed,kPa,K_PCO2P_HB,K_PCO2P_HB,11557-6,Carbon dioxide [Partial pressure] in Blood,VUMC LAB GLIMS
PCO2 KPA POCT VUMC,Bloed,kPa,P_PCO2P_HB,P_PCO2P_HB,11557-6,Carbon dioxide [Partial pressure] in Blood,VUMC LAB GLIMS
PCO2 KPA POCT VUMC,,kPa,P_PCO2P_HB,P_PCO2P_HB,11557-6,Carbon dioxide [Partial pressure] in Blood,VUMC LAB GLIMS
PCO2 - BLOEDGAS CAP. (AMC),Bloed,kPa,CPCO-BL_CAP,CPCO-BL_CAP,2020-6,Carbon dioxide [Partial pressure] in Capillary blood,AMC LAB LABTRAIN
PCO2 - BLOEDGAS CAP. (AMC),,kPa,CPCO-BL_CAP,CPCO-BL_CAP,2020-6,Carbon dioxide [Partial pressure] in Capillary blood,AMC LAB LABTRAIN
PCO2 - BLOEDGAS CAP. (AMC),Bloed,kPa,DPCO-BL_CAP,DPCO-BL_CAP,2020-6,Carbon dioxide [Partial pressure] in Capillary blood,AMC LAB LABTRAIN
PCO2 KPA,Bloed,kPa,K_PCO2P_CAP,K_PCO2P_CAP,2020-6,Carbon dioxide [Partial pressure] in Capillary blood,VUMC LAB GLIMS
PCO2 KPA,,kPa,K_PCO2P_CAP,K_PCO2P_CAP,2020-6,Carbon dioxide [Partial pressure] in Capillary blood,VUMC LAB GLIMS
PCO2 KPA,,kPa,P_PCO2P_CAP,P_PCO2P_CAP,2020-6,Carbon dioxide [Partial pressure] in Capillary blood,VUMC LAB GLIMS
PCO2 - BLOEDGAS GEM. VEN. (AMC),Bloed,kPa,CPCO-BL_MVEN,CPCO-BL_MVEN,19212-0,Carbon dioxide [Partial pressure] in Mixed venous blood,AMC LAB LABTRAIN
PCO2 - BLOEDGAS GEM. VEN. (AMC),Bloed,kPa,DPCO-BL_MVEN,DPCO-BL_MVEN,19212-0,Carbon dioxide [Partial pressure] in Mixed venous blood,AMC LAB LABTRAIN
PCO2 KPA,Bloed,kPa,K_PCO2P_GEMVEN,K_PCO2P_GEMVEN,19212-0,Carbon dioxide [Partial pressure] in Mixed venous blood,VUMC LAB GLIMS
PCO2 KPA,,kPa,K_PCO2P_GEMVEN,K_PCO2P_GEMVEN,19212-0,Carbon dioxide [Partial pressure] in Mixed venous blood,VUMC LAB GLIMS
PCO2 KPA,Bloed,kPa,P_PCO2P_GEMVEN,P_PCO2P_GEMVEN,19212-0,Carbon dioxide [Partial pressure] in Mixed venous blood,VUMC LAB GLIMS
PCO2 KPA,,kPa,P_PCO2P_GEMVEN,P_PCO2P_GEMVEN,19212-0,Carbon dioxide [Partial pressure] in Mixed venous blood,VUMC LAB GLIMS
PCO2 - BLOEDGAS NV. VEN. (AMC),Bloed,kPa,CPCO-BL_NVE,CPCO-BL_NVE,2021-4,Carbon dioxide [Partial pressure] in Venous blood,AMC LAB LABTRAIN
PCO2 - BLOEDGAS VEN. (AMC),Bloed,kPa,CPCO-BL_VEN,CPCO-BL_VEN,2021-4,Carbon dioxide [Partial pressure] in Venous blood,AMC LAB LABTRAIN
PCO2 - BLOEDGAS VEN. (AMC),Bloed,kPa,DPCO-BL_VEN,DPCO-BL_VEN,2021-4,Carbon dioxide [Partial pressure] in Venous blood,AMC LAB LABTRAIN
PCO2 - BLOEDGAS VEN. (AMC),,kPa,DPCO-BL_VEN,DPCO-BL_VEN,2021-4,Carbon dioxide [Partial pressure] in Venous blood,AMC LAB LABTRAIN
PCO2 KPA,Bloed,kPa,K_PCO2P_VEN,K_PCO2P_VEN,2021-4,Carbon dioxide [Partial pressure] in Venous blood,VUMC LAB GLIMS
PCO2 KPA,Bloedgas,kPa,K_PCO2P_VEN,K_PCO2P_VEN,2021-4,Carbon dioxide [Partial pressure] in Venous blood,VUMC LAB GLIMS
PCO2 KPA,,kPa,K_PCO2P_VEN,K_PCO2P_VEN,2021-4,Carbon dioxide [Partial pressure] in Venous blood,VUMC LAB GLIMS
PCO2 KPA,Bloed,kPa,P_PCO2P_VEN,P_PCO2P_VEN,2021-4,Carbon dioxide [Partial pressure] in Venous blood,VUMC LAB GLIMS
PCO2 KPA,,kPa,P_PCO2P_VEN,P_PCO2P_VEN,2021-4,Carbon dioxide [Partial pressure] in Venous blood,VUMC LAB GLIMS
Cholesterol,Overig,mmol/L,K_CHOL_OV,K_CHOL_OV,29765-5,Cholesterol [Moles/volume] in Body fluid,GLIMS
Totaal chol.,Overige,mmol/L,RCHO;O,RCHO-O,29765-5,Cholesterol [Moles/volume] in Body fluid,LABTRAIN
Cholesterol,Bloed,mmol/L,K_CHOL_HP,K_CHOL_HP,14647-2,Cholesterol [Moles/volume] in Serum or Plasma,GLIMS
CHOLESTEROL,Bloed,mmol/L,K_CHOL_HP,K_CHOL_HP,14647-2,Cholesterol [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
CHOLESTEROL,,mmol/L,K_CHOL_HP,K_CHOL_HP,14647-2,Cholesterol [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
TOTAAL CHOL.,Bloed,mmol/L,RCHO-BL,RCHO-BL,14647-2,Cholesterol [Moles/volume] in Serum or Plasma,AMC LAB LABTRAIN
Totaal chol.,Bloed,mmol/L,RCHO;BL,RCHO-BL,14647-2,Cholesterol [Moles/volume] in Serum or Plasma,LABTRAIN
Hdl-Chol,Bloed,mmol/L,K_HDL_HP,K_HDL_HP,14646-4,Cholesterol in HDL [Moles/volume] in Serum or Plasma,GLIMS
HDL-chol.,Bloed,mmol/L,RHDL;BL,RHDL-BL,14646-4,Cholesterol in HDL [Moles/volume] in Serum or Plasma,LABTRAIN
HDL-CHOL,Bloed,mmol/L,K_HDL_HP,K_HDL_HP,14646-4,Cholesterol in HDL [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
HDL-CHOL,,mmol/L,K_HDL_HP,K_HDL_HP,14646-4,Cholesterol in HDL [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
HDL-CHOL.,Bloed,mmol/L,RHDL-BL,RHDL-BL,14646-4,Cholesterol in HDL [Moles/volume] in Serum or Plasma,AMC LAB LABTRAIN
LDL (BER.),Bloed,mmol/L,K_LDL_CALC_HP,K_LDL_CALC_HP,39469-2,Cholesterol in LDL [Moles/volume] in Serum or Plasma by calculation,VUMC LAB GLIMS
LDL (BER.),,mmol/L,K_LDL_CALC_HP,K_LDL_CALC_HP,39469-2,Cholesterol in LDL [Moles/volume] in Serum or Plasma by calculation,VUMC LAB GLIMS
LDL (Ber.),Bloed,mmol/L,K_LDL_CALC_HP,K_LDL_CALC_HP,39469-2,Cholesterol in LDL [Moles/volume] in Serum or Plasma by calculation,GLIMS
LDL- berekening,Bloed,mmol/L,LDL- berekening;BL,LDL- berekening-BL,39469-2,Cholesterol in LDL [Moles/volume] in Serum or Plasma by calculation,LABTRAIN
LDL-chol.,Bloed,mmol/L,RLDL;BL,RLDL-BL,39469-2,Cholesterol in LDL [Moles/volume] in Serum or Plasma by calculation,LABTRAIN
LDL-CHOL.BEP,Bloed,mmol/L,RLDL-BL,RLDL-BL,39469-2,Cholesterol in LDL [Moles/volume] in Serum or Plasma by calculation,AMC LAB LABTRAIN
NON-HDL-CHOLESTEROL VUMC,Bloed,mmol/L,K_NHDL_HP,K_NHDL_HP,70204-3,Cholesterol non HDL [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
NON-HDL-CHOLESTEROL VUMC,,mmol/L,K_NHDL_HP,K_NHDL_HP,70204-3,Cholesterol non HDL [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
NON-HDL-CHOLESTEROL AMC,Bloed,mmol/L,nonHDL-BL,nonHDL-BL,70204-3,Cholesterol non HDL [Moles/volume] in Serum or Plasma,AMC LAB LABTRAIN
CHOL.TOT/HDL,Bloed,,CHHO-BL,CHHO-BL,32309-7,Cholesterol.total/Cholesterol in HDL [Molar ratio] in Serum or Plasma,AMC LAB LABTRAIN
Chol.tot/HDL,Bloed,,CHHO;BL,CHHO-BL,32309-7,Cholesterol.total/Cholesterol in HDL [Molar ratio] in Serum or Plasma,LABTRAIN
CK,Bloed,U/L,K_CK_HP,K_CK_HP,2157-6,Creatine kinase [Enzymatic activity/volume] in Serum or Plasma,VUMC LAB GLIMS
CK,Bloed,U/L,K_CK_HP,K_CK_HP,2157-6,Creatine kinase [Enzymatic activity/volume] in Serum or Plasma,GLIMS
CK,,U/L,K_CK_HP,K_CK_HP,2157-6,Creatine kinase [Enzymatic activity/volume] in Serum or Plasma,VUMC LAB GLIMS
CPK,Bloed,U/L 37¶C,RCPK-BL,RCPK-BL,2157-6,Creatine kinase [Enzymatic activity/volume] in Serum or Plasma,AMC LAB LABTRAIN
CPK,Bloed,U/L 37C,RCPK;BL,RCPK-BL,2157-6,Creatine kinase [Enzymatic activity/volume] in Serum or Plasma,LABTRAIN
CPK,Bloed Veneus,U/L 37C,RCPK;BL,RCPK-BL,2157-6,Creatine kinase [Enzymatic activity/volume] in Serum or Plasma,LABTRAIN
CKMB MASSA,Bloed,¶g/L,EMB-BL,EMB-BL,13969-1,Creatine kinase.MB [Mass/volume] in Serum or Plasma,AMC LAB LABTRAIN
KREATININE (URINE VERZAMELD),Bloed,mmol/24u,K_KR_UV,K_KR_UV,14684-5,Creatinine [Moles/time] in 24 hour Urine,VUMC LAB GLIMS
KREATININE (URINE VERZAMELD),,mmol/24u,K_KR_UV,K_KR_UV,14684-5,Creatinine [Moles/time] in 24 hour Urine,VUMC LAB GLIMS
KREATININE (URINE VERZAMELD),Urine,mmol/24u,K_KR_UV,K_KR_UV,14684-5,Creatinine [Moles/time] in 24 hour Urine,VUMC LAB GLIMS
Kreatinine,Urine,mmol/24u,K_KR_UV,K_KR_UV,14684-5,Creatinine [Moles/time] in 24 hour Urine,GLIMS
KREATININE  (DIALYSAAT),Dialysaat verzamel,umol/L,K_KR_DI,K_KR_DI,39472-6,Creatinine [Moles/volume] in 24 hour Dialysis fluid,VUMC LAB GLIMS
KREATININE (URINE),Verzamel Urine,mmol/L,K_KR_UR,K_KR_UR,25886-3,Creatinine [Moles/volume] in 24 hour Urine,VUMC LAB GLIMS
Kreatinine hoev.,Urine Vragen om afname informatie,mmol/vzm,UKREH;U,UKREH-U,25886-3,Creatinine [Moles/volume] in 24 hour Urine,LABTRAIN
KREATIN.HOEV (U),Urine,mmol/vzm,KREH-U,KREH-U,25886-3,Creatinine [Moles/volume] in 24 hour Urine,AMC LAB LABTRAIN
KREATIN.HOEV (U),Verzamel Urine,mmol/vzm,KREH-U,KREH-U,25886-3,Creatinine [Moles/volume] in 24 hour Urine,AMC LAB LABTRAIN
KREATININE (U),Verzamel Urine,mmol/L,UKRE-U,UKRE-U,25886-3,Creatinine [Moles/volume] in 24 hour Urine,AMC LAB LABTRAIN
KREATININE (OVERIG),Overig,umol/L,K_KR_OV,K_KR_OV,25386-4,Creatinine [Moles/volume] in Body fluid,VUMC LAB GLIMS
KREATININE (OVERIG),Vocht,umol/L,K_KR_OV,K_KR_OV,25386-4,Creatinine [Moles/volume] in Body fluid,VUMC LAB GLIMS
Kreatinine,Overig,umol/L,K_KR_OV,K_KR_OV,25386-4,Creatinine [Moles/volume] in Body fluid,GLIMS
Kreatinine,Overige,µmol/L,RKRE;O,RKRE-O,25386-4,Creatinine [Moles/volume] in Body fluid,LABTRAIN
KREATININE (VOCHT) (AMC),Overig,¶mol/L,RKRE-O,RKRE-O,25386-4,Creatinine [Moles/volume] in Body fluid,AMC LAB LABTRAIN
KREATININE (VOCHT) (AMC),Overig,umol/L,RKRE-O,RKRE-O,25386-4,Creatinine [Moles/volume] in Body fluid,AMC LAB LABTRAIN
KREATININE  (DIALYSAAT),Dialysaat,umol/L,K_KR_DI,K_KR_DI,15051-6,Creatinine [Moles/volume] in Dialysis fluid,VUMC LAB GLIMS
Kreatinine dialysaat,Dialysaat,umol/L,K_KR_DI,K_KR_DI,15051-6,Creatinine [Moles/volume] in Dialysis fluid,GLIMS
Kreatinine,Dialysaat,µmol/L,RKRE;B,RKRE-B,15051-6,Creatinine [Moles/volume] in Dialysis fluid,LABTRAIN
KREATININE (DIALYSAAT) (AMC),Dialysaat,¶mol/L,RKRE-B,RKRE-B,15051-6,Creatinine [Moles/volume] in Dialysis fluid,AMC LAB LABTRAIN
Kreatinine,Dialysaat Vragen om afname informatie,µmol/L,RKRE;B,RKRE-B,15051-6,Creatinine [Moles/volume] in Dialysis fluid,LABTRAIN
KREATININE,Bloed,umol/L,K_KR_HP,K_KR_HP,14682-9,Creatinine [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
Kreatinine,Bloed,umol/L,K_KR_HP,K_KR_HP,14682-9,Creatinine [Moles/volume] in Serum or Plasma,GLIMS
KREATININE,,umol/L,K_KR_HP,K_KR_HP,14682-9,Creatinine [Moles/volume] in Serum or Plasma,VUMC LAB GLIMS
Kreatinine,Bloed,umol/L,K_KRB_HP,K_KRB_HP,14682-9,Creatinine [Moles/volume] in Serum or Plasma,GLIMS
Kreatinine,Bloed,µmol/L,RKRE;BL,RKRE-BL,14682-9,Creatinine [Moles/volume] in Serum or Plasma,LABTRAIN
KREATININE AMC,,¶mol/L,RKRE-BL,RKRE-BL,14682-9,Creatinine [Moles/volume] in Serum or Plasma,AMC LAB LABTRAIN
KREATININE AMC,Bloed,¶mol/L,RKRE-BL,RKRE-BL,14682-9,Creatinine [Moles/volume] in Serum or Plasma,AMC LAB LABTRAIN
KREATININE AMC,Bloed,umol/L,RKRE-BL,RKRE-BL,14682-9,Creatinine [Moles/volume] in Serum or Plasma,AMC LAB LABTRAIN
Kreatinine,Urine,mmol/L,A_KR_UR,A_KR_UR,14683-7,Creatinine [Moles/volume] in Urine,GLIMS
KREATININE (URINE),Bloed,mmol/L,K_KR_UR,K_KR_UR,14683-7,Creatinine [Moles/volume] in Urine,VUMC LAB GLIMS
KREATININE (URINE),,mmol/L,K_KR_UR,K_KR_UR,14683-7,Creatinine [Moles/volume] in Urine,VUMC LAB GLIMS
KREATININE (URINE),Urine,mmol/L,K_KR_UR,K_KR_UR,14683-7,Creatinine [Moles/volume] in Urine,VUMC LAB GLIMS
Kreatinine,Urine,mmol/L,K_KR_UR,K_KR_UR,14683-7,Creatinine [Moles/volume] in Urine,GLIMS
Kreatinine (U),Urine,mmol/L,UKRE;U,UKRE-U,14683-7,Creatinine [Moles/volume] in Urine,LABTRAIN
Kreatinine (U),Urine Vragen om afname informatie,mmol/L,UKRE;U,UKRE-U,14683-7,Creatinine [Moles/volume] in Urine,LABTRAIN
KREATININE (U),Urine,mmol/L,UKRE-U,UKRE-U,14683-7,Creatinine [Moles/volume] in Urine,AMC LAB LABTRAIN
Kreatinine (U),"Urine Vragen om afname informatie;Afnemen in medium,verkrijgbaar op B1-209,tst:62429",mmol/L,UKRE;U,UKRE-U,14683-7,Creatinine [Moles/volume] in Urine,LABTRAIN
Kreatinine (U),Urine Vragen om afname informatie;Arterieel,mmol/L,UKRE;U,UKRE-U,14683-7,Creatinine [Moles/volume] in Urine,LABTRAIN
Kreatinine (U),Urine Vragen om afname informatie;Arterielijn,mmol/L,UKRE;U,UKRE-U,14683-7,Creatinine [Moles/volume] in Urine,LABTRAIN
KREAT.KLARING,Verzamel Urine,mL/min,K_KKLBer,K_KKLBer,2164-2,Creatinine renal clearance in 24 hour Urine and Serum or Plasma,VUMC LAB GLIMS
KREATININEKLARING (URINE) AMC,Verzamel Urine,mL/min,KREAKL-U,KREAKL-U,2164-2,Creatinine renal clearance in 24 hour Urine and Serum or Plasma,AMC LAB LABTRAIN
KREAT.KLARING,,mL/min,K_KKLBer,K_KKLBer,33558-8,Creatinine renal clearance in Urine and Serum or Plasma collected for unspecified duration,VUMC LAB GLIMS
KREAT.KLARING,Urine,mL/min,K_KKLBer,K_KKLBer,33558-8,Creatinine renal clearance in Urine and Serum or Plasma collected for unspecified duration,VUMC LAB GLIMS
Kreat.klaring,Urine,mL/min,K_KKLBer,K_KKLBer,33558-8,Creatinine renal clearance in Urine and Serum or Plasma collected for unspecified duration,GLIMS
KREATININEKLARING (URINE) AMC,Urine,mL/min,KREAKL-U,KREAKL-U,33558-8,Creatinine renal clearance in Urine and Serum or Plasma collected for unspecified duration,AMC LAB LABTRAIN
Gered.-Hb,Bloed Arterieel,%,CHBH;BL,CHBH-BL,19225-2,Deoxyhemoglobin/Hemoglobin.total in Arterial blood,LABTRAIN
GERED.-HB - BLOEDGAS ART. (AMC),Bloed,%,CHBH-BL_ART,CHBH-BL_ART,19225-2,Deoxyhemoglobin/Hemoglobin.total in Arterial blood,AMC LAB LABTRAIN
Gered.-HB,Bloed Arterieel,%,DHBH;BL,DHBH-BL,19225-2,Deoxyhemoglobin/Hemoglobin.total in Arterial blood,LABTRAIN
GERED.-HB - BLOEDGAS ART. (AMC),,%,DHBH-BL_ART,DHBH-BL_ART,19225-2,Deoxyhemoglobin/Hemoglobin.total in Arterial blood,AMC LAB LABTRAIN
GERED.-HB - BLOEDGAS ART. (AMC),Bloed,%,DHBH-BL_ART,DHBH-BL_ART,19225-2,Deoxyhemoglobin/Hemoglobin.total in Arterial blood,AMC LAB LABTRAIN
Gered.-Hb,Bloed Capillair,%,CHBH;BL,CHBH-BL,19226-0,Deoxyhemoglobin/Hemoglobin.total in Capillary blood,LABTRAIN
Gered.-HB,Bloed Capillair,%,DHBH;BL,DHBH-BL,19226-0,Deoxyhemoglobin/Hemoglobin.total in Capillary blood,LABTRAIN
GERED.-HB - BLOEDGAS CAP. (AMC),Bloed,%,DHBH-BL_CAP,DHBH-BL_CAP,19226-0,Deoxyhemoglobin/Hemoglobin.total in Capillary blood,AMC LAB LABTRAIN
Gered.-HB,Bloed Mixed Veneus,%,DHBH;BL,DHBH-BL,19228-6,Deoxyhemoglobin/Hemoglobin.total in Mixed venous blood,LABTRAIN
GERED.-HB - BLOEDGAS GEM. VEN. (AMC),Bloed,%,DHBH-BL_MVEN,DHBH-BL_MVEN,19228-6,Deoxyhemoglobin/Hemoglobin.total in Mixed venous blood,AMC LAB LABTRAIN
Gered.-Hb,Bloed Veneus,%,CHBH;BL,CHBH-BL,19227-8,Deoxyhemoglobin/Hemoglobin.total in Venous blood,LABTRAIN
GERED.-HB - BLOEDGAS VEN. (AMC),Bloed,%,CHBH-BL_VEN,CHBH-BL_VEN,19227-8,Deoxyhemoglobin/Hemoglobin.total in Venous blood,AMC LAB LABTRAIN
Gered.-HB,Bloed Veneus,%,DHBH;BL,DHBH-BL,19227-8,Deoxyhemoglobin/Hemoglobin.total in Venous blood,LABTRAIN
GERED.-HB - BLOEDGAS VEN. (AMC),,%,DHBH-BL_VEN,DHBH-BL_VEN,19227-8,Deoxyhemoglobin/Hemoglobin.total in Venous blood,AMC LAB LABTRAIN
GERED.-HB - BLOEDGAS VEN. (AMC),Bloed,%,DHBH-BL_VEN,DHBH-BL_VEN,19227-8,Deoxyhemoglobin/Hemoglobin.total in Venous blood,AMC LAB LABTRAIN
#EOSINOFIELEN,Bloed,10E9/L,HEOA-BL,HEOA-BL,711-2,Eosinophils [#/volume] in Blood by Automated count,AMC LAB LABTRAIN
TOTAAL EO'S,Bloed,10E9/L,HTEO-BL,HTEO-BL,711-2,Eosinophils [#/volume] in Blood by Automated count,AMC LAB LABTRAIN
EO,Bloed,x10e9/L,K_AEOA_EB,K_AEOA_EB,711-2,Eosinophils [#/volume] in Blood by Automated count,VUMC LAB GLIMS
EO,,x10e9/L,K_AEOA_EB,K_AEOA_EB,711-2,Eosinophils [#/volume] in Blood by Automated count,VUMC LAB GLIMS
EO (BLOED) VUMC,Bloed,x10e9/L,K_AEOAL_EB,K_AEOAL_EB,711-2,Eosinophils [#/volume] in Blood by Automated count,VUMC LAB GLIMS
EO (BLOED) VUMC,,x10e9/L,K_AEOAL_EB,K_AEOAL_EB,711-2,Eosinophils [#/volume] in Blood by Automated count,VUMC LAB GLIMS
#EOSINOFIELEN,Bloed,10E9/L,HEOSA-BL,HEOSA-BL,712-0,Eosinophils [#/volume] in Blood by Manual count,AMC LAB LABTRAIN
#EOSINOFIEL (OVERIG),Overig,10E9/L,OEOA-O,OEOA-O,35063-7,Eosinophils [#/volume] in Body fluid,AMC LAB LABTRAIN
#EOSINOFIEL (OVERIG),Vocht,10E9/L,OEOA-O,OEOA-O,35063-7,Eosinophils [#/volume] in Body fluid,AMC LAB LABTRAIN
#EOSINOFIEL,Liquor,10E9/L,BEOA-L,BEOA-L,34958-9,Eosinophils [#/volume] in Cerebral spinal fluid,AMC LAB LABTRAIN
EOSINOFIELEN ABS. (LIQUOR) AMC,Liquor,10E6/L,EOAL-L,EOAL-L,34957-1,Eosinophils [#/volume] in Cerebral spinal fluid by Manual count,AMC LAB LABTRAIN
EOSINOFIELEN,Bloed,%,HEOS-BL,HEOS-BL,713-8,Eosinophils/100 leukocytes in Blood by Automated count,AMC LAB LABTRAIN
EOSINOFIELE GRANULOCYT (BLOED) AMC,Bloed,%,SEOS-BL,SEOS-BL,713-8,Eosinophils/100 leukocytes in Blood by Automated count,AMC LAB LABTRAIN
EOSINOFIELE GRANULOCYT % (LIQUOR) AMC,Liquor,%,SEOSOP-L,SEOSOP-L,12208-5,Eosinophils/100 leukocytes in Cerebral spinal fluid by Manual count,AMC LAB LABTRAIN
RDW-CV,,%,HRDW-BL,HRDW-BL,788-0,Erythrocyte distribution width [Ratio] by Automated count,AMC LAB LABTRAIN
RDW-CV,Bloed,%,HRDW-BL,HRDW-BL,788-0,Erythrocyte distribution width [Ratio] by Automated count,AMC LAB LABTRAIN
RDW,,%,K_RDW_EB,K_RDW_EB,788-0,Erythrocyte distribution width [Ratio] by Automated count,VUMC LAB GLIMS
RDW,Bloed,%,K_RDW_EB,K_RDW_EB,788-0,Erythrocyte distribution width [Ratio] by Automated count,VUMC LAB GLIMS
BEZINKING,Bloed,mm/uur,K_BSE_EB,K_BSE_EB,4537-7,Erythrocyte sedimentation rate by Westergren method,VUMC LAB GLIMS
BEZINKING,,mm/uur,K_BSE_EB,K_BSE_EB,4537-7,Erythrocyte sedimentation rate by Westergren method,VUMC LAB GLIMS
Bezinking,Bloed,mm/uur,K_BSE_EB,K_BSE_EB,4537-7,Erythrocyte sedimentation rate by Westergren method,GLIMS
MICRO-BSE,,mm/uur,K_BSEM_EB,K_BSEM_EB,4537-7,Erythrocyte sedimentation rate by Westergren method,VUMC LAB GLIMS
BEZINKING,Bloed,mm/U,RBSE-BL,RBSE-BL,4537-7,Erythrocyte sedimentation rate by Westergren method,AMC LAB LABTRAIN
Bezinking,Bloed,mm/U,RBSE;BL,RBSE-BL,4537-7,Erythrocyte sedimentation rate by Westergren method,LABTRAIN
BEZINKING,,mm/U,RBSE-BL,RBSE-BL,4537-7,Erythrocyte sedimentation rate by Westergren method,AMC LAB LABTRAIN
